proposed_code,type,printed_title,stable_target_identity,source_location,status,notes
A-085,artist_spotlight,Jason Mraz,"{""artist_id"": 1207, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""4phGZZrJZRo4ElhRtViYdl""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-085; no printed A-xxx assignment exists.
A-086,artist_spotlight,John Mayer,"{""artist_id"": 1204, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0hEurMDQu99nJRq8pTxO14""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-086; no printed A-xxx assignment exists.
A-087,artist_spotlight,Josiah Queen,"{""artist_id"": 1210, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""7yAymwuYh9RcpX84GSNIq2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-087; no printed A-xxx assignment exists.
A-088,artist_spotlight,Luigi Tenco,"{""artist_id"": 1182, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""4F9VFl80sWpvTfXwLJZbhK""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-088; no printed A-xxx assignment exists.
A-089,artist_spotlight,Neil Young,"{""artist_id"": 1205, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""6v8FB84lnmJs434UJf2Mrm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-089; no printed A-xxx assignment exists.
A-090,artist_spotlight,Odetta,"{""artist_id"": 1183, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""2wkz8hACugzAvF0voupg3H""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-090; no printed A-xxx assignment exists.
A-091,artist_spotlight,Paul Clayton,"{""artist_id"": 1189, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0OP3vGdafC4R9cXSoyRm9B""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-091; no printed A-xxx assignment exists.
A-092,artist_spotlight,Paul Simon,"{""artist_id"": 1193, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""2CvCyf1gEVhI0mX6aFXmVI""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-092; no printed A-xxx assignment exists.
A-093,artist_spotlight,Peggy Seeger,"{""artist_id"": 1184, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""0gXQn7UrpopDb2TIkmIjoU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-093; no printed A-xxx assignment exists.
A-094,artist_spotlight,Pete Seeger,"{""artist_id"": 1180, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""1P9syEkl41IFowWIJN7ZBY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-094; no printed A-xxx assignment exists.
A-095,artist_spotlight,Simon and Garfunkel,"{""artist_id"": 164, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""70cRZdQywnSFp9pnc2WTCE""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-095; no printed A-xxx assignment exists.
A-096,artist_spotlight,The Lumineers,"{""artist_id"": 1146, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""16oZKvXb6WkQlVAjwo2Wbg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-096; no printed A-xxx assignment exists.
A-097,artist_spotlight,Vance Joy,"{""artist_id"": 1150, ""retained_genre_slugs"": [""folk_acoustic""], ""spotify_artist_id"": ""10exVja0key0uqUkk6LJRT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-097; no printed A-xxx assignment exists.
A-098,artist_spotlight,Agustin Lara,"{""artist_id"": 679, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""5A7dTtLAdjoIPsf58TgFCk""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-098; no printed A-xxx assignment exists.
A-099,artist_spotlight,Aventura,"{""artist_id"": 812, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1qto4hHid1P71emI6Fd8xi""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-099; no printed A-xxx assignment exists.
A-100,artist_spotlight,Bad Bunny,"{""artist_id"": 847, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4q3ewBCX7sLwd24euuV69X""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-100; no printed A-xxx assignment exists.
A-101,artist_spotlight,Camilo,"{""artist_id"": 879, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""28gNT5KBp7IjEOQoevXf9N""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-101; no printed A-xxx assignment exists.
A-102,artist_spotlight,Carlos Vives,"{""artist_id"": 805, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4vhNDa5ycK0ST968ek7kRr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-102; no printed A-xxx assignment exists.
A-103,artist_spotlight,Cazuza,"{""artist_id"": 784, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1PwOU6fFbmaGkK3wkbb8fU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-103; no printed A-xxx assignment exists.
A-104,artist_spotlight,Celia Cruz,"{""artist_id"": 750, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""2weA6hhVqTIN2gSn9PUB9U""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-104; no printed A-xxx assignment exists.
A-105,artist_spotlight,Daddy Yankee,"{""artist_id"": 410, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4VMYDCV2IEDYJArk749S6m""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-105; no printed A-xxx assignment exists.
A-106,artist_spotlight,Enrique Iglesias,"{""artist_id"": 790, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7qG3b048QCHVRO5Pv1T5lw""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-106; no printed A-xxx assignment exists.
A-107,artist_spotlight,J Balvin,"{""artist_id"": 826, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1vyhD5VmyZ7KMfW5gqLgo5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-107; no printed A-xxx assignment exists.
A-108,artist_spotlight,José José,"{""artist_id"": 735, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4mN0qcMxWX8oToqfDPM5yV""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-108; no printed A-xxx assignment exists.
A-109,artist_spotlight,João Gilberto,"{""artist_id"": 3134, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""77ZUbcdoU5KCPHNUl8bgQy""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-109; no printed A-xxx assignment exists.
A-110,artist_spotlight,Juan Luis Guerra,"{""artist_id"": 793, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""3nlpTZci9O5W8RsNoNH559""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-110; no printed A-xxx assignment exists.
A-111,artist_spotlight,Juanes,"{""artist_id"": 807, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0UWZUmn7sybxMCqrw9tGa7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-111; no printed A-xxx assignment exists.
A-112,artist_spotlight,Julio Iglesias,"{""artist_id"": 730, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4etuCZVdP8yiNPn4xf0ie5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-112; no printed A-xxx assignment exists.
A-113,artist_spotlight,Karol G,"{""artist_id"": 856, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""790FomKkXshlbRYZFtlgla""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-113; no printed A-xxx assignment exists.
A-114,artist_spotlight,Luis Miguel,"{""artist_id"": 777, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""2nszmSgqreHSdJA3zWPyrW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-114; no printed A-xxx assignment exists.
A-115,artist_spotlight,Maluma,"{""artist_id"": 829, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1r4hJ1h58CWwUQe3MxPuau""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-115; no printed A-xxx assignment exists.
A-116,artist_spotlight,Manu Chao,"{""artist_id"": 757, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""6wH6iStAh4KIaWfuhf0NYM""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-116; no printed A-xxx assignment exists.
A-117,artist_spotlight,Marc Anthony,"{""artist_id"": 795, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4wLXwxDeWQ8mtUIRPxGiD6""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-117; no printed A-xxx assignment exists.
A-118,artist_spotlight,Nicky Jam,"{""artist_id"": 834, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1SupJlEpv7RS2tPNRaHViT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-118; no printed A-xxx assignment exists.
A-119,artist_spotlight,Perez Prado,"{""artist_id"": 670, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1ZKhPkCXXgtiGgALn4OYtT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-119; no printed A-xxx assignment exists.
A-120,artist_spotlight,Pitbull,"{""artist_id"": 824, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0TnOYISbd1XYRBk9myaseg""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-120; no printed A-xxx assignment exists.
A-121,artist_spotlight,Rauw Alejandro,"{""artist_id"": 867, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""1mcTU81TzQhprhouKaTkpq""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-121; no printed A-xxx assignment exists.
A-122,artist_spotlight,Roberto Carlos,"{""artist_id"": 778, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7fAKtXSdNInWAIf0jVUz65""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-122; no printed A-xxx assignment exists.
A-123,artist_spotlight,Rosalia,"{""artist_id"": 872, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""7ltDVBr6mKbRvohxheJ9h1""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-123; no printed A-xxx assignment exists.
A-124,artist_spotlight,Selena,"{""artist_id"": 799, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""6IE6z7DcZIT4Ml3Fh5Ivch""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-124; no printed A-xxx assignment exists.
A-125,artist_spotlight,Shakira,"{""artist_id"": 55, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""0EmeFodog0BfCgMzAIvKQp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-125; no printed A-xxx assignment exists.
A-126,artist_spotlight,Thalia,"{""artist_id"": 798, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""23wEWD21D4TPYiJugoXmYb""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-126; no printed A-xxx assignment exists.
A-127,artist_spotlight,Vicente Fernández,"{""artist_id"": 1924, ""retained_genre_slugs"": [""latin_global""], ""spotify_artist_id"": ""4PPoI9LuYeFX8V674Z1R6l""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-127; no printed A-xxx assignment exists.
A-128,artist_spotlight,Adele,"{""artist_id"": 416, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""4dpARuHxo51G3z768sgnrY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-128; no printed A-xxx assignment exists.
A-129,artist_spotlight,Aretha Franklin,"{""artist_id"": 160, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""7nwUJBm0HE4ZxD3f5cy5ok""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-129; no printed A-xxx assignment exists.
A-130,artist_spotlight,Ariana Grande,"{""artist_id"": 474, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""66CXWjxzNUsdJxJ2JdwvnR""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-130; no printed A-xxx assignment exists.
A-131,artist_spotlight,Avril Lavigne,"{""artist_id"": 60, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""0p4nmQO2msCgU4IF37Wi3j""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-131; no printed A-xxx assignment exists.
A-132,artist_spotlight,Backstreet Boys,"{""artist_id"": 1123, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""5rSXSAkZ67PYJSvpUpkOr7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-132; no printed A-xxx assignment exists.
A-133,artist_spotlight,Barry Manilow,"{""artist_id"": 1111, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3alW3LYQS8K29z8C8NSLIX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-133; no printed A-xxx assignment exists.
A-134,artist_spotlight,Bee Gees,"{""artist_id"": 219, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1LZEQNv7sE11VDY3SdxQeN""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-134; no printed A-xxx assignment exists.
A-135,artist_spotlight,Beyonce,"{""artist_id"": 1010, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3XV0lFzNs8BCTwhJTcMiBr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-135; no printed A-xxx assignment exists.
A-136,artist_spotlight,Billy Joel,"{""artist_id"": 332, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6zFYqv1mOsgBRQbae3JJ9e""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-136; no printed A-xxx assignment exists.
A-137,artist_spotlight,Britney Spears,"{""artist_id"": 39, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""26dSoYclwsYLMAKD3tpOr4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-137; no printed A-xxx assignment exists.
A-138,artist_spotlight,Bruno Mars,"{""artist_id"": 402, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""0du5cEVh5yTK9QJze8zA0C""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-138; no printed A-xxx assignment exists.
A-139,artist_spotlight,Bts,"{""artist_id"": 473, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3Nrfpe0tUJi4K4DXYWgMUX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-139; no printed A-xxx assignment exists.
A-140,artist_spotlight,Buddy Holly,"{""artist_id"": 1017, ""retained_genre_slugs"": [""pop"", ""rock""], ""spotify_artist_id"": ""3wYyutjgII8LJVVOLrGI0D""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-140; no printed A-xxx assignment exists.
A-141,artist_spotlight,Christina Aguilera,"{""artist_id"": 367, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1l7ZsJRRS8wlW3WfJfPfNS""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-141; no printed A-xxx assignment exists.
A-142,artist_spotlight,Drake,"{""artist_id"": 425, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3TVXtAsR1Inumwj472S9r4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-142; no printed A-xxx assignment exists.
A-143,artist_spotlight,Dua Lipa,"{""artist_id"": 461, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6M2wZ9GZgrQXHCFfjv46we""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-143; no printed A-xxx assignment exists.
A-144,artist_spotlight,Ed Sheeran,"{""artist_id"": 408, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6eUKZXaKkcviH0Ku9w2n3V""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-144; no printed A-xxx assignment exists.
A-145,artist_spotlight,Elton John,"{""artist_id"": 233, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3PhoLpVuITZKcymswpck5b""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-145; no printed A-xxx assignment exists.
A-146,artist_spotlight,Fats Domino,"{""artist_id"": 556, ""retained_genre_slugs"": [""pop"", ""rnb_soul"", ""rock""], ""spotify_artist_id"": ""09C0xjtosNAIXP36wTnWxd""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-146; no printed A-xxx assignment exists.
A-147,artist_spotlight,Justin Bieber,"{""artist_id"": 415, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1uNFoZAHBGtllmzznpCI3s""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-147; no printed A-xxx assignment exists.
A-148,artist_spotlight,Justin Timberlake,"{""artist_id"": 57, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""31TPClRtHm23RisEBtV3X7""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-148; no printed A-xxx assignment exists.
A-149,artist_spotlight,Katy Perry,"{""artist_id"": 50, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6jJ0s89eD6GaHleKKya26X""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-149; no printed A-xxx assignment exists.
A-150,artist_spotlight,Lady Gaga,"{""artist_id"": 36, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""1HY2Jd0NmPuamShAr6KMms""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-150; no printed A-xxx assignment exists.
A-151,artist_spotlight,Lil Nas X,"{""artist_id"": 467, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""7jVv8c5Fj3E9VhNjxT4snq""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-151; no printed A-xxx assignment exists.
A-152,artist_spotlight,Lionel Richie,"{""artist_id"": 7, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3gMaNLQm7D9MornNILzdSl""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-152; no printed A-xxx assignment exists.
A-153,artist_spotlight,Little Richard,"{""artist_id"": 557, ""retained_genre_slugs"": [""pop"", ""rnb_soul"", ""rock""], ""spotify_artist_id"": ""4xls23Ye9WR9yy3yYMpAMm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-153; no printed A-xxx assignment exists.
A-154,artist_spotlight,Madonna,"{""artist_id"": 4, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""6tbjWDEIzxoDsBA1FuhfPW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-154; no printed A-xxx assignment exists.
A-155,artist_spotlight,Mariah Carey,"{""artist_id"": 348, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""4iHNK0tOyZPYnBU7nGAgpQ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-155; no printed A-xxx assignment exists.
A-156,artist_spotlight,Michael Jackson,"{""artist_id"": 3, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""3fMbdgg4jU18AjLCKBhRSm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-156; no printed A-xxx assignment exists.
A-157,artist_spotlight,Rihanna,"{""artist_id"": 37, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""5pKCCKE2ajJHZ9KAiaK11H""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-157; no printed A-xxx assignment exists.
A-158,artist_spotlight,The Beatles,"{""artist_id"": 162, ""retained_genre_slugs"": [""pop""], ""spotify_artist_id"": ""3WrFJ7ztbogyGnTHbHJFl2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-158; no printed A-xxx assignment exists.
A-159,artist_spotlight,The Platters,"{""artist_id"": 564, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""6KWcxMWVNVIYbdOQyJtsSy""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-159; no printed A-xxx assignment exists.
A-160,artist_spotlight,The Supremes,"{""artist_id"": 167, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""57bUPid8xztkieZfS7OlEV""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-160; no printed A-xxx assignment exists.
A-161,artist_spotlight,The Weeknd,"{""artist_id"": 422, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""1Xyo4u8uXC1ZmMpatF05PJ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-161; no printed A-xxx assignment exists.
A-162,artist_spotlight,Whitney Houston,"{""artist_id"": 333, ""retained_genre_slugs"": [""pop"", ""rnb_soul""], ""spotify_artist_id"": ""6XpaIBNiVzIetEPCWDvAFP""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-162; no printed A-xxx assignment exists.
A-163,artist_spotlight,Al Green,"{""artist_id"": 581, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3dkbV4qihUeMsqN4vBGg93""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-163; no printed A-xxx assignment exists.
A-164,artist_spotlight,Alicia Keys,"{""artist_id"": 54, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3DiDSECUqqY1AuBP8qtaIa""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-164; no printed A-xxx assignment exists.
A-165,artist_spotlight,Anita Baker,"{""artist_id"": 597, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""46CH1Gp8l8QVly8bpG9JFG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-165; no printed A-xxx assignment exists.
A-166,artist_spotlight,Boyz Ii Men,"{""artist_id"": 344, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6O74knDqdv3XaWtkII7Xjp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-166; no printed A-xxx assignment exists.
A-167,artist_spotlight,Chris Brown,"{""artist_id"": 635, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7bXgB6jMjp9ATFy66eO08Z""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-167; no printed A-xxx assignment exists.
A-168,artist_spotlight,Commodores,"{""artist_id"": 592, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6twIAGnYuIT1pncMAsXnEm""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-168; no printed A-xxx assignment exists.
